id,category,value,pillar
63,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
63,Initiative,Innovative sustainable IT solutions,Environmental
64,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
64,Initiative,Innovative sustainable IT solutions,Environmental
64,Initiative,Shift to renewable energies,Environmental
65,Initiative,Innovative sustainable IT solutions,Environmental
65,Initiative,Shift to renewable energies,Environmental
66,Initiative,Shift to renewable energies,Environmental
66,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
67,Initiative,Innovative sustainable IT solutions,Environmental
67,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
67,Initiative,Employee sustainability trainings,People & Culture
67,Initiative,Community outreach programs,People & Culture
68,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
68,Initiative,Community outreach programs,People & Culture
68,Initiative,Innovative sustainable IT solutions,Environmental
68,Initiative,Shift to renewable energies,Environmental
68,Initiative,Employee sustainability trainings,People & Culture
69,Initiative,Innovative sustainable IT solutions,Environmental
69,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
69,Initiative,Shift to renewable energies,Environmental
69,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
69,Initiative,Employee sustainability trainings,People & Culture
70,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
70,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
71,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
71,Initiative,Shift to renewable energies,Environmental
71,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
71,Initiative,Employee sustainability trainings,People & Culture
72,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
72,Initiative,Shift to renewable energies,Environmental
73,Initiative,Innovative sustainable IT solutions,Environmental
73,Initiative,Employee sustainability trainings,People & Culture
74,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
74,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
75,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
75,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
76,Initiative,Innovative sustainable IT solutions,Environmental
77,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
77,Initiative,Innovative sustainable IT solutions,Environmental
77,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
77,Initiative,Employee sustainability trainings,People & Culture
78,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
78,Initiative,Shift to renewable energies,Environmental
78,Initiative,Employee sustainability trainings,People & Culture
79,Initiative,Innovative sustainable IT solutions,Environmental
79,Initiative,Shift to renewable energies,Environmental
79,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
80,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
81,Initiative,Innovative sustainable IT solutions,Environmental
81,Initiative,Other initiatives on diversity and inclusion,Other
82,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
82,Initiative,Community outreach programs,People & Culture
83,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
83,Initiative,Community outreach programs,People & Culture
84,Initiative,Shift to renewable energies,Environmental
84,Initiative,Employee sustainability trainings,People & Culture
84,Initiative,Innovative sustainable IT solutions,Environmental
85,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
85,Initiative,Innovative sustainable IT solutions,Environmental
85,Initiative,Shift to renewable energies,Environmental
86,Initiative,Employee sustainability trainings,People & Culture
86,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
87,Initiative,Employee sustainability trainings,People & Culture
87,Initiative,Community outreach programs,People & Culture
87,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
88,Initiative,Innovative sustainable IT solutions,Environmental
89,Initiative,Shift to renewable energies,Environmental
89,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
89,Initiative,Employee sustainability trainings,People & Culture
90,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
90,Initiative,Shift to renewable energies,Environmental
90,Initiative,Innovative sustainable IT solutions,Environmental
91,Initiative,Innovative sustainable IT solutions,Environmental
91,Initiative,Employee sustainability trainings,People & Culture
92,Initiative,Innovative sustainable IT solutions,Environmental
93,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
93,Initiative,Shift to renewable energies,Environmental
93,Initiative,Employee sustainability trainings,People & Culture
94,Initiative,Innovative sustainable IT solutions,Environmental
94,Initiative,Shift to renewable energies,Environmental
95,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
95,Initiative,Innovative sustainable IT solutions,Environmental
96,Initiative,Community outreach programs,People & Culture
96,Initiative,Employee sustainability trainings,People & Culture
97,Initiative,Innovative sustainable IT solutions,Environmental
97,Initiative,Shift to renewable energies,Environmental
97,Initiative,Employee sustainability trainings,People & Culture
98,Initiative,Shift to renewable energies,Environmental
98,Initiative,Innovative sustainable IT solutions,Environmental
99,Initiative,Shift to renewable energies,Environmental
100,Initiative,Innovative sustainable IT solutions,Environmental
100,Initiative,Shift to renewable energies,Environmental
101,Initiative,Shift to renewable energies,Environmental
101,Initiative,Employee sustainability trainings,People & Culture
101,Initiative,Community outreach programs,People & Culture
102,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
102,Initiative,Innovative sustainable IT solutions,Environmental
102,Initiative,Shift to renewable energies,Environmental
103,Initiative,Employee sustainability trainings,People & Culture
103,Initiative,Innovative sustainable IT solutions,Environmental
103,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
104,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
104,Initiative,Innovative sustainable IT solutions,Environmental
104,Initiative,Shift to renewable energies,Environmental
105,Initiative,Innovative sustainable IT solutions,Environmental
106,Initiative,Shift to renewable energies,Environmental
106,Initiative,Innovative sustainable IT solutions,Environmental
107,Initiative,Innovative sustainable IT solutions,Environmental
107,Initiative,Employee sustainability trainings,People & Culture
108,Initiative,Innovative sustainable IT solutions,Environmental
108,Initiative,Employee sustainability trainings,People & Culture
109,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
109,Initiative,Community outreach programs,People & Culture
109,Initiative,Innovative sustainable IT solutions,Environmental
110,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
110,Initiative,Innovative sustainable IT solutions,Environmental
110,Initiative,Shift to renewable energies,Environmental
111,Initiative,Innovative sustainable IT solutions,Environmental
111,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
112,Initiative,Innovative sustainable IT solutions,Environmental
112,Initiative,Shift to renewable energies,Environmental
112,Initiative,Community outreach programs,People & Culture
114,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
115,Initiative,Shift to renewable energies,Environmental
115,Initiative,Community outreach programs,People & Culture
116,Initiative,Innovative sustainable IT solutions,Environmental
116,Initiative,Shift to renewable energies,Environmental
116,Initiative,Employee sustainability trainings,People & Culture
117,Initiative,Innovative sustainable IT solutions,Environmental
117,Initiative,Shift to renewable energies,Environmental
118,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
118,Initiative,Innovative sustainable IT solutions,Environmental
118,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
118,Initiative,Employee sustainability trainings,People & Culture
119,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
119,Initiative,Community outreach programs,People & Culture
119,Initiative,Innovative sustainable IT solutions,Environmental
119,Initiative,Shift to renewable energies,Environmental
119,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
119,Initiative,Employee sustainability trainings,People & Culture
120,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
120,Initiative,Innovative sustainable IT solutions,Environmental
120,Initiative,Shift to renewable energies,Environmental
121,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
121,Initiative,Shift to renewable energies,Environmental
121,Initiative,Innovative sustainable IT solutions,Environmental
122,Initiative,Innovative sustainable IT solutions,Environmental
122,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
123,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
123,Initiative,Innovative sustainable IT solutions,Environmental
123,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
123,Initiative,Employee sustainability trainings,People & Culture
123,Initiative,Shift to renewable energies,Environmental
124,Initiative,Shift to renewable energies,Environmental
124,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
124,Initiative,Food waste: sandwiches in office,Other
125,Initiative,Innovative sustainable IT solutions,Environmental
125,Initiative,Employee sustainability trainings,People & Culture
125,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
126,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
126,Initiative,Innovative sustainable IT solutions,Environmental
126,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
127,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
127,Initiative,Community outreach programs,People & Culture
127,Initiative,Innovative sustainable IT solutions,Environmental
127,Initiative,Shift to renewable energies,Environmental
127,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
128,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
128,Initiative,Employee sustainability trainings,People & Culture
129,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
129,Initiative,Employee sustainability trainings,People & Culture
129,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
129,Initiative,Innovative sustainable IT solutions,Environmental
130,Initiative,Shift to renewable energies,Environmental
130,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
131,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
131,Initiative,Employee sustainability trainings,People & Culture
132,Initiative,Shift to renewable energies,Environmental
132,Initiative,Innovative sustainable IT solutions,Environmental
132,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
133,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
133,Initiative,Innovative sustainable IT solutions,Environmental
133,Initiative,Shift to renewable energies,Environmental
133,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
133,Initiative,Community outreach programs,People & Culture
133,Initiative,Employee sustainability trainings,People & Culture
134,Initiative,Innovative sustainable IT solutions,Environmental
134,Initiative,Shift to renewable energies,Environmental
135,Initiative,Shift to renewable energies,Environmental
135,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
135,Initiative,Employee sustainability trainings,People & Culture
136,Initiative,Community outreach programs,People & Culture
136,Initiative,Shift to renewable energies,Environmental
137,Initiative,Innovative sustainable IT solutions,Environmental
137,Initiative,Shift to renewable energies,Environmental
137,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
138,Initiative,Innovative sustainable IT solutions,Environmental
139,Initiative,Shift to renewable energies,Environmental
139,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
140,Initiative,Innovative sustainable IT solutions,Environmental
140,Initiative,Employee sustainability trainings,People & Culture
140,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
141,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
141,Initiative,Innovative sustainable IT solutions,Environmental
141,Initiative,Shift to renewable energies,Environmental
141,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
142,Initiative,Innovative sustainable IT solutions,Environmental
142,Initiative,Shift to renewable energies,Environmental
143,Initiative,Innovative sustainable IT solutions,Environmental
143,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
144,Initiative,Innovative sustainable IT solutions,Environmental
144,Initiative,Shift to renewable energies,Environmental
144,Initiative,Employee sustainability trainings,People & Culture
144,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
145,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
145,Initiative,Community outreach programs,People & Culture
146,Initiative,Innovative sustainable IT solutions,Environmental
146,Initiative,Shift to renewable energies,Environmental
147,Initiative,Employee sustainability trainings,People & Culture
147,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
147,Initiative,Innovative sustainable IT solutions,Environmental
148,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
148,Initiative,Community outreach programs,People & Culture
148,Initiative,Shift to renewable energies,Environmental
149,Initiative,Shift to renewable energies,Environmental
150,Initiative,Innovative sustainable IT solutions,Environmental
150,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
150,Initiative,Shift to renewable energies,Environmental
151,Initiative,Shift to renewable energies,Environmental
151,Initiative,Employee sustainability trainings,People & Culture
152,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
152,Initiative,Shift to renewable energies,Environmental
152,Initiative,Employee sustainability trainings,People & Culture
153,Initiative,Innovative sustainable IT solutions,Environmental
154,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
154,Initiative,Shift to renewable energies,Environmental
154,Initiative,Innovative sustainable IT solutions,Environmental
155,Initiative,Innovative sustainable IT solutions,Environmental
155,Initiative,Community outreach programs,People & Culture
155,Initiative,Shift to renewable energies,Environmental
155,Initiative,Employee sustainability trainings,People & Culture
156,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
156,Initiative,Community outreach programs,People & Culture
156,Initiative,Innovative sustainable IT solutions,Environmental
156,Initiative,Shift to renewable energies,Environmental
156,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
156,Initiative,Employee sustainability trainings,People & Culture
157,Initiative,Innovative sustainable IT solutions,Environmental
157,Initiative,Shift to renewable energies,Environmental
157,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
158,Initiative,Shift to renewable energies,Environmental
158,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
159,Initiative,Innovative sustainable IT solutions,Environmental
160,Initiative,Shift to renewable energies,Environmental
160,Initiative,Employee sustainability trainings,People & Culture
160,Initiative,Innovative sustainable IT solutions,Environmental
161,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
161,Initiative,Community outreach programs,People & Culture
161,Initiative,Innovative sustainable IT solutions,Environmental
161,Initiative,Shift to renewable energies,Environmental
161,Initiative,Awareness campaigns on diversity and inclusion,People & Culture
161,Initiative,Employee sustainability trainings,People & Culture
162,Initiative,Innovative sustainable IT solutions,Environmental
162,Initiative,Employee sustainability trainings,People & Culture
162,Initiative,Shift to renewable energies,Environmental
162,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
163,Initiative,Shift to renewable energies,Environmental
163,Initiative,Innovative sustainable IT solutions,Environmental
164,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
164,Initiative,Innovative sustainable IT solutions,Environmental
165,Initiative,Community outreach programs,People & Culture
165,Initiative,Innovative sustainable IT solutions,Environmental
166,Initiative,Shift to renewable energies,Environmental
166,Initiative,Innovative sustainable IT solutions,Environmental
167,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
167,Initiative,Shift to renewable energies,Environmental
167,Initiative,Innovative sustainable IT solutions,Environmental
167,Initiative,Employee sustainability trainings,People & Culture
168,Initiative,Reduction of greenhouse gas emissions in business travel,Environmental
168,Initiative,Shift to renewable energies,Environmental
169,Initiative,Innovative sustainable IT solutions,Environmental
169,Initiative,Shift to renewable energies,Environmental
3,Certification,ISO14001 - Environmental management system,Environmental
3,Certification,Ecovadis rating,Value Chain
3,Certification,SBTi - Science based 1.5°C target,Environmental
4,Certification,ISO26000 - Social responsibility,People & Culture
5,Certification,ISO26000 - Social responsibility,People & Culture
5,Certification,ISO14001 - Environmental management system,Environmental
6,Certification,ISO26000 - Social responsibility,People & Culture
6,Certification,ISO14001 - Environmental management system,Environmental
6,Certification,CDP - Carbon disclosure project,Environmental
6,Certification,Ecovadis rating,Value Chain
9,Certification,ISO14001 - Environmental management system,Environmental
9,Certification,CDP - Carbon disclosure project,Environmental
9,Certification,Ecovadis rating,Value Chain
11,Certification,Ecovadis rating,Value Chain
12,Certification,B Corp certification,Business Conduct
13,Certification,B Corp certification,Business Conduct
13,Certification,ISO14001 - Environmental management system,Environmental
14,Certification,ISO26000 - Social responsibility,People & Culture
14,Certification,ISO14001 - Environmental management system,Environmental
20,Certification,B Corp certification,Business Conduct
20,Certification,ISO14001 - Environmental management system,Environmental
20,Certification,ISO26000 - Social responsibility,People & Culture
20,Certification,SBTi - Science based 1.5°C target,Environmental
20,Certification,CDP - Carbon disclosure project,Environmental
20,Certification,Ecovadis rating,Value Chain
24,Certification,Ecovadis rating,Value Chain
24,Certification,ISO26000 - Social responsibility,People & Culture
25,Certification,B Corp certification,Business Conduct
26,Certification,ISO26000 - Social responsibility,People & Culture
26,Certification,ISO14001 - Environmental management system,Environmental
26,Certification,Ecovadis rating,Value Chain
27,Certification,ISO14001 - Environmental management system,Environmental
27,Certification,ISO26000 - Social responsibility,People & Culture
28,Certification,ISO26000 - Social responsibility,People & Culture
31,Certification,SBTi - Science based 1.5°C target,Environmental
33,Certification,CDP - Carbon disclosure project,Environmental
34,Certification,B Corp certification,Business Conduct
34,Certification,ISO26000 - Social responsibility,People & Culture
34,Certification,ISO14001 - Environmental management system,Environmental
35,Certification,ISO14001 - Environmental management system,Environmental
36,Certification,ISO26000 - Social responsibility,People & Culture
37,Certification,ISO14001 - Environmental management system,Environmental
38,Certification,ISO26000 - Social responsibility,People & Culture
38,Certification,ISO14001 - Environmental management system,Environmental
38,Certification,Ecovadis rating,Value Chain
39,Certification,ISO14001 - Environmental management system,Environmental
39,Certification,ISO26000 - Social responsibility,People & Culture
39,Certification,CDP - Carbon disclosure project,Environmental
40,Certification,ISO14001 - Environmental management system,Environmental
40,Certification,ISO26000 - Social responsibility,People & Culture
41,Certification,ISO14001 - Environmental management system,Environmental
41,Certification,ISO26000 - Social responsibility,People & Culture
42,Certification,ISO14001 - Environmental management system,Environmental
43,Certification,B Corp certification,Business Conduct
43,Certification,Ecovadis rating,Value Chain
44,Certification,ISO14001 - Environmental management system,Environmental
44,Certification,ISO26000 - Social responsibility,People & Culture
45,Certification,SBTi - Science based 1.5°C target,Environmental
46,Certification,ISO14001 - Environmental management system,Environmental
47,Certification,ISO14001 - Environmental management system,Environmental
47,Certification,Ecovadis rating,Value Chain
49,Certification,ISO14001 - Environmental management system,Environmental
49,Certification,ISO26000 - Social responsibility,People & Culture
49,Certification,SBTi - Science based 1.5°C target,Environmental
49,Certification,CDP - Carbon disclosure project,Environmental
49,Certification,B Corp certification,Business Conduct
49,Certification,Ecovadis rating,Value Chain
50,Certification,ISO14001 - Environmental management system,Environmental
50,Certification,ISO26000 - Social responsibility,People & Culture
51,Certification,ISO14001 - Environmental management system,Environmental
51,Certification,ISO26000 - Social responsibility,People & Culture
52,Certification,ISO14001 - Environmental management system,Environmental
54,Certification,Ecovadis rating,Value Chain
54,Certification,ISO14001 - Environmental management system,Environmental
54,Certification,ISO26000 - Social responsibility,People & Culture
55,Certification,ISO14001 - Environmental management system,Environmental
55,Certification,CDP - Carbon disclosure project,Environmental
56,Certification,ISO14001 - Environmental management system,Environmental
56,Certification,CDP - Carbon disclosure project,Environmental
57,Certification,ISO14001 - Environmental management system,Environmental
57,Certification,ISO26000 - Social responsibility,People & Culture
58,Certification,ISO14001 - Environmental management system,Environmental
58,Certification,ISO26000 - Social responsibility,People & Culture
59,Certification,ISO14001 - Environmental management system,Environmental
59,Certification,SBTi - Science based 1.5°C target,Environmental
59,Certification,CDP - Carbon disclosure project,Environmental
60,Certification,ISO14001 - Environmental management system,Environmental
60,Certification,ISO26000 - Social responsibility,People & Culture
61,Certification,ISO26000 - Social responsibility,People & Culture
61,Certification,ISO14001 - Environmental management system,Environmental
62,Certification,ISO14001 - Environmental management system,Environmental
62,Certification,CDP - Carbon disclosure project,Environmental
63,Certification,CDP - Carbon disclosure project,Environmental
63,Certification,ISO14001 - Environmental management system,Environmental
64,Certification,ISO14001 - Environmental management system,Environmental
65,Certification,ISO14001 - Environmental management system,Environmental
65,Certification,CDP - Carbon disclosure project,Environmental
66,Certification,ISO14001 - Environmental management system,Environmental
66,Certification,SBTi - Science based 1.5°C target,Environmental
66,Certification,B Corp certification,Business Conduct
66,Certification,Ecovadis rating,Value Chain
67,Certification,ISO14001 - Environmental management system,Environmental
67,Certification,SBTi - Science based 1.5°C target,Environmental
67,Certification,CDP - Carbon disclosure project,Environmental
68,Certification,ISO14001 - Environmental management system,Environmental
69,Certification,ISO14001 - Environmental management system,Environmental
69,Certification,SBTi - Science based 1.5°C target,Environmental
69,Certification,Ecovadis rating,Value Chain
69,Certification,CDP - Carbon disclosure project,Environmental
69,Certification,B Corp certification,Business Conduct
69,Certification,ISO26000 - Social responsibility,People & Culture
70,Certification,ISO14001 - Environmental management system,Environmental
70,Certification,ISO26000 - Social responsibility,People & Culture
70,Certification,B Corp certification,Business Conduct
70,Certification,Ecovadis rating,Value Chain
71,Certification,ISO26000 - Social responsibility,People & Culture
72,Certification,Société à mission (specific to French market),Business Conduct
72,Certification,ISO14001 - Environmental management system,Environmental
73,Certification,ISO14001 - Environmental management system,Environmental
73,Certification,CDP - Carbon disclosure project,Environmental
73,Certification,Société à mission (specific to French market),Business Conduct
74,Certification,ISO26000 - Social responsibility,People & Culture
74,Certification,ISO14001 - Environmental management system,Environmental
74,Certification,Ecovadis rating,Value Chain
74,Certification,Société à mission (specific to French market),Business Conduct
76,Certification,ISO26000 - Social responsibility,People & Culture
76,Certification,ISO14001 - Environmental management system,Environmental
77,Certification,ISO14001 - Environmental management system,Environmental
77,Certification,SBTi - Science based 1.5°C target,Environmental
77,Certification,Ecovadis rating,Value Chain
77,Certification,CDP - Carbon disclosure project,Environmental
78,Certification,ISO14001 - Environmental management system,Environmental
78,Certification,Ecovadis rating,Value Chain
78,Certification,ISO26000 - Social responsibility,People & Culture
79,Certification,ISO14001 - Environmental management system,Environmental
79,Certification,ISO26000 - Social responsibility,People & Culture
79,Certification,SBTi - Science based 1.5°C target,Environmental
79,Certification,CDP - Carbon disclosure project,Environmental
80,Certification,ISO14001 - Environmental management system,Environmental
81,Certification,SBTi - Science based 1.5°C target,Environmental
81,Certification,ISO14001 - Environmental management system,Environmental
82,Certification,ISO14001 - Environmental management system,Environmental
83,Certification,ISO26000 - Social responsibility,People & Culture
84,Certification,ISO14001 - Environmental management system,Environmental
84,Certification,SBTi - Science based 1.5°C target,Environmental
84,Certification,CDP - Carbon disclosure project,Environmental
85,Certification,ISO14001 - Environmental management system,Environmental
86,Certification,ISO14001 - Environmental management system,Environmental
87,Certification,ISO14001 - Environmental management system,Environmental
87,Certification,ISO26000 - Social responsibility,People & Culture
88,Certification,ISO14001 - Environmental management system,Environmental
89,Certification,ISO14001 - Environmental management system,Environmental
89,Certification,Ecovadis rating,Value Chain
90,Certification,SBTi - Science based 1.5°C target,Environmental
90,Certification,CDP - Carbon disclosure project,Environmental
91,Certification,ISO26000 - Social responsibility,People & Culture
92,Certification,ISO14001 - Environmental management system,Environmental
93,Certification,ISO14001 - Environmental management system,Environmental
93,Certification,SBTi - Science based 1.5°C target,Environmental
94,Certification,ISO14001 - Environmental management system,Environmental
94,Certification,B Corp certification,Business Conduct
95,Certification,ISO14001 - Environmental management system,Environmental
95,Certification,ISO26000 - Social responsibility,People & Culture
95,Certification,SBTi - Science based 1.5°C target,Environmental
96,Certification,CDP - Carbon disclosure project,Environmental
97,Certification,ISO14001 - Environmental management system,Environmental
98,Certification,ISO14001 - Environmental management system,Environmental
99,Certification,ISO14001 - Environmental management system,Environmental
100,Certification,ISO14001 - Environmental management system,Environmental
101,Certification,ISO14001 - Environmental management system,Environmental
101,Certification,ISO26000 - Social responsibility,People & Culture
101,Certification,SBTi - Science based 1.5°C target,Environmental
101,Certification,B Corp certification,Business Conduct
102,Certification,ISO14001 - Environmental management system,Environmental
103,Certification,ISO14001 - Environmental management system,Environmental
103,Certification,CDP - Carbon disclosure project,Environmental
103,Certification,B Corp certification,Business Conduct
104,Certification,ISO14001 - Environmental management system,Environmental
105,Certification,ISO14001 - Environmental management system,Environmental
105,Certification,CDP - Carbon disclosure project,Environmental
106,Certification,ISO14001 - Environmental management system,Environmental
107,Certification,ISO14001 - Environmental management system,Environmental
107,Certification,CDP - Carbon disclosure project,Environmental
107,Certification,ISO26000 - Social responsibility,People & Culture
108,Certification,ISO14001 - Environmental management system,Environmental
109,Certification,ISO14001 - Environmental management system,Environmental
109,Certification,Ecovadis rating,Value Chain
110,Certification,ISO14001 - Environmental management system,Environmental
110,Certification,ISO26000 - Social responsibility,People & Culture
110,Certification,SBTi - Science based 1.5°C target,Environmental
111,Certification,ISO14001 - Environmental management system,Environmental
111,Certification,CDP - Carbon disclosure project,Environmental
112,Certification,SBTi - Science based 1.5°C target,Environmental
112,Certification,ISO14001 - Environmental management system,Environmental
112,Certification,ISO26000 - Social responsibility,People & Culture
114,Certification,ISO14001 - Environmental management system,Environmental
115,Certification,ISO14001 - Environmental management system,Environmental
116,Certification,ISO14001 - Environmental management system,Environmental
116,Certification,CDP - Carbon disclosure project,Environmental
116,Certification,Ecovadis rating,Value Chain
117,Certification,ISO14001 - Environmental management system,Environmental
118,Certification,ISO14001 - Environmental management system,Environmental
119,Certification,ISO14001 - Environmental management system,Environmental
119,Certification,ISO26000 - Social responsibility,People & Culture
119,Certification,B Corp certification,Business Conduct
119,Certification,Ecovadis rating,Value Chain
120,Certification,SBTi - Science based 1.5°C target,Environmental
121,Certification,ISO14001 - Environmental management system,Environmental
121,Certification,SBTi - Science based 1.5°C target,Environmental
121,Certification,CDP - Carbon disclosure project,Environmental
122,Certification,ISO14001 - Environmental management system,Environmental
123,Certification,ISO14001 - Environmental management system,Environmental
125,Certification,ISO14001 - Environmental management system,Environmental
125,Certification,CDP - Carbon disclosure project,Environmental
126,Certification,ISO14001 - Environmental management system,Environmental
126,Certification,ISO26000 - Social responsibility,People & Culture
127,Certification,ISO14001 - Environmental management system,Environmental
127,Certification,ISO26000 - Social responsibility,People & Culture
128,Certification,ISO14001 - Environmental management system,Environmental
128,Certification,ISO26000 - Social responsibility,People & Culture
128,Certification,SBTi - Science based 1.5°C target,Environmental
128,Certification,CDP - Carbon disclosure project,Environmental
128,Certification,B Corp certification,Business Conduct
128,Certification,Ecovadis rating,Value Chain
128,Certification,Société à mission (specific to French market),Business Conduct
129,Certification,ISO26000 - Social responsibility,People & Culture
129,Certification,Ecovadis rating,Value Chain
129,Certification,ISO14001 - Environmental management system,Environmental
130,Certification,ISO14001 - Environmental management system,Environmental
130,Certification,ISO26000 - Social responsibility,People & Culture
131,Certification,ISO14001 - Environmental management system,Environmental
131,Certification,ISO26000 - Social responsibility,People & Culture
132,Certification,Ecovadis rating,Value Chain
132,Certification,ISO14001 - Environmental management system,Environmental
132,Certification,ISO26000 - Social responsibility,People & Culture
132,Certification,B Corp certification,Business Conduct
133,Certification,ISO14001 - Environmental management system,Environmental
133,Certification,ISO26000 - Social responsibility,People & Culture
133,Certification,SBTi - Science based 1.5°C target,Environmental
133,Certification,CDP - Carbon disclosure project,Environmental
134,Certification,ISO14001 - Environmental management system,Environmental
134,Certification,ISO26000 - Social responsibility,People & Culture
135,Certification,ISO14001 - Environmental management system,Environmental
135,Certification,ISO26000 - Social responsibility,People & Culture
136,Certification,ISO14001 - Environmental management system,Environmental
136,Certification,CDP - Carbon disclosure project,Environmental
137,Certification,ISO26000 - Social responsibility,People & Culture
137,Certification,ISO14001 - Environmental management system,Environmental
137,Certification,Ecovadis rating,Value Chain
138,Certification,B Corp certification,Business Conduct
139,Certification,ISO14001 - Environmental management system,Environmental
139,Certification,CDP - Carbon disclosure project,Environmental
141,Certification,ISO26000 - Social responsibility,People & Culture
141,Certification,ISO14001 - Environmental management system,Environmental
142,Certification,ISO26000 - Social responsibility,People & Culture
142,Certification,SBTi - Science based 1.5°C target,Environmental
143,Certification,ISO14001 - Environmental management system,Environmental
143,Certification,ISO26000 - Social responsibility,People & Culture
144,Certification,ISO14001 - Environmental management system,Environmental
144,Certification,ISO26000 - Social responsibility,People & Culture
145,Certification,SBTi - Science based 1.5°C target,Environmental
145,Certification,ISO14001 - Environmental management system,Environmental
146,Certification,ISO14001 - Environmental management system,Environmental
146,Certification,ISO26000 - Social responsibility,People & Culture
147,Certification,ISO14001 - Environmental management system,Environmental
147,Certification,SBTi - Science based 1.5°C target,Environmental
148,Certification,B Corp certification,Business Conduct
